# Función de corriente - Re = 5
# Formato: x y psi
# Parámetros: Nx=160 Ny=30 h=1
0.000000 0.000000 0.000000
0.000000 1.000000 1.000000
0.000000 2.000000 2.000000
0.000000 3.000000 3.000000
0.000000 4.000000 4.000000
0.000000 5.000000 5.000000
0.000000 6.000000 6.000000
0.000000 7.000000 7.000000
0.000000 8.000000 8.000000
0.000000 9.000000 9.000000
0.000000 10.000000 10.000000
0.000000 11.000000 11.000000
0.000000 12.000000 12.000000
0.000000 13.000000 13.000000
0.000000 14.000000 14.000000
0.000000 15.000000 15.000000
0.000000 16.000000 16.000000
0.000000 17.000000 17.000000
0.000000 18.000000 18.000000
0.000000 19.000000 19.000000
0.000000 20.000000 20.000000
0.000000 21.000000 21.000000
0.000000 22.000000 22.000000
0.000000 23.000000 23.000000
0.000000 24.000000 24.000000
0.000000 25.000000 25.000000
0.000000 26.000000 26.000000
0.000000 27.000000 27.000000
0.000000 28.000000 28.000000
0.000000 29.000000 29.000000
1.000000 0.000000 0.000000
1.000000 1.000000 0.889105
1.000000 2.000000 1.780250
1.000000 3.000000 2.675393
1.000000 4.000000 3.576620
1.000000 5.000000 4.486191
1.000000 6.000000 5.406476
1.000000 7.000000 6.339758
1.000000 8.000000 7.287921
1.000000 9.000000 8.252092
1.000000 10.000000 9.232374
1.000000 11.000000 10.227819
1.000000 12.000000 11.236652
1.000000 13.000000 12.256642
1.000000 14.000000 13.285450
1.000000 15.000000 14.320895
1.000000 16.000000 15.361094
1.000000 17.000000 16.404515
1.000000 18.000000 17.449970
1.000000 19.000000 18.496577
1.000000 20.000000 19.543699
1.000000 21.000000 20.590904
1.000000 22.000000 21.637909
1.000000 23.000000 22.684550
1.000000 24.000000 23.730746
1.000000 25.000000 24.776478
1.000000 26.000000 25.821772
1.000000 27.000000 26.866686
1.000000 28.000000 27.911298
1.000000 29.000000 28.955702
2.000000 0.000000 0.000000
2.000000 1.000000 0.776247
2.000000 2.000000 1.556575
2.000000 3.000000 2.344764
2.000000 4.000000 3.144945
2.000000 5.000000 3.961708
2.000000 6.000000 4.799986
2.000000 7.000000 5.664658
2.000000 8.000000 6.559851
2.000000 9.000000 7.488084
2.000000 10.000000 8.449593
2.000000 11.000000 9.442252
2.000000 12.000000 10.462150
2.000000 13.000000 11.504465
2.000000 14.000000 12.564263
2.000000 15.000000 13.637035
2.000000 16.000000 14.718963
2.000000 17.000000 15.806992
2.000000 18.000000 16.898788
2.000000 19.000000 17.992634
2.000000 20.000000 19.087314
2.000000 21.000000 20.182004
2.000000 22.000000 21.276181
2.000000 23.000000 22.369544
2.000000 24.000000 23.461954
2.000000 25.000000 24.553392
2.000000 26.000000 25.643923
2.000000 27.000000 26.733672
2.000000 28.000000 27.822803
2.000000 29.000000 28.911510
3.000000 0.000000 0.000000
3.000000 1.000000 0.659547
3.000000 2.000000 1.325199
3.000000 3.000000 2.002262
3.000000 4.000000 2.696785
3.000000 5.000000 3.415789
3.000000 6.000000 4.167165
3.000000 7.000000 4.959084
3.000000 8.000000 5.798774
3.000000 9.000000 6.690822
3.000000 10.000000 7.635676
3.000000 11.000000 8.629455
3.000000 12.000000 9.665232
3.000000 13.000000 10.734804
3.000000 14.000000 11.830102
3.000000 15.000000 12.944017
3.000000 16.000000 14.070726
3.000000 17.000000 15.205698
3.000000 18.000000 16.345552
3.000000 19.000000 17.487853
3.000000 20.000000 18.630912
3.000000 21.000000 19.773613
3.000000 22.000000 20.915263
3.000000 23.000000 22.055486
3.000000 24.000000 23.194130
3.000000 25.000000 24.331210
3.000000 26.000000 25.466854
3.000000 27.000000 26.601273
3.000000 28.000000 27.734732
3.000000 29.000000 28.867533
4.000000 0.000000 0.000000
4.000000 1.000000 0.537457
4.000000 2.000000 1.082957
4.000000 3.000000 1.642765
4.000000 4.000000 2.224563
4.000000 5.000000 2.837868
4.000000 6.000000 3.494112
4.000000 7.000000 4.205975
4.000000 8.000000 4.985504
4.000000 9.000000 5.840853
4.000000 10.000000 6.772892
4.000000 11.000000 7.774688
4.000000 12.000000 8.834534
4.000000 13.000000 9.939421
4.000000 14.000000 11.077321
4.000000 15.000000 12.238201
4.000000 16.000000 13.414220
4.000000 17.000000 14.599516
4.000000 18.000000 15.789861
4.000000 19.000000 16.982305
4.000000 20.000000 18.174862
4.000000 21.000000 19.366264
4.000000 22.000000 20.555766
4.000000 23.000000 21.742999
4.000000 24.000000 22.927865
4.000000 25.000000 24.110458
4.000000 26.000000 25.291006
4.000000 27.000000 26.469831
4.000000 28.000000 27.647317
4.000000 29.000000 28.823890
5.000000 0.000000 0.000000
5.000000 1.000000 0.409410
5.000000 2.000000 0.828425
5.000000 3.000000 1.263375
5.000000 4.000000 1.722985
